idPNN,X10,X14,X18,X2,X22,X26,X26.5,X30,X6
01010001,0.0158116616764234,0.0145517878500313,0.0142837271160923,0.0203105709518689,0.0142797583727044,0.0142815590168013,0.0142815590168013,0.0142815590168013,0.0176383861272571
01010002,0.0853502149201834,0.0761857148706712,0.0713257088951703,0.12764223310209,0.0691055171743094,0.0683137166035961,0.06825743198445,0.0681321769235396,0.101550056664681
01010003,0.066766812690245,0.0595894088846563,0.055414943998268,0.0985380665902079,0.0530705099833793,0.0518687560576841,0.0517531774309838,0.0514605054825041,0.0791240852106003
01010004,0.0118153095029904,0.0108159222164367,0.0102722534346043,0.0171611039827841,0.0100286972840194,0.00994711069027464,0.00994209903247829,0.00993097879918998,0.013667730712593
01010005,0.0114161852941594,0.0113438696290016,0.0112380627940597,0.0137678450767687,0.011221222730684,0.0112210509137567,0.0112210509137567,0.0112210509137567,0.0117084432024153
01010006,0.0140277762924997,0.0124054826170114,0.011481339653634,0.0195337272108647,0.0110037690860271,0.0108031351009191,0.0107866342320326,0.0107452706503126,0.0166466029826884
01010007,0.021455460217183,0.019947551848466,0.0197427801776221,0.0342662927316514,0.019736798457843,0.019736798457843,0.019736798457843,0.019736798457843,0.026085193775215
01010008,0.0119925893206631,0.0102675785254186,0.0100359066808439,0.0209848312719954,0.010284306396673,0.0102957203020142,0.0102957203020142,0.0102957203020142,0.0146128933196259
01010009,0.0178033164107149,0.0160522822266463,0.0150062400752404,0.0252174014571518,0.014418490293483,0.0141187422523394,0.0140905458238033,0.0140193294337127,0.0207042180062062
01010010,0.0220302509835886,0.0197764868882589,0.0184450246321656,0.0320815225092499,0.0176833090954674,0.0172816381504394,0.0172417823741293,0.0171404084465217,0.0258829428656477
01010011,0.00873133446486992,0.00781072199099408,0.00726464309774966,0.0130279850167716,0.00694774737182076,0.00677755925993129,0.00676072263646336,0.00671744005983861,0.0103304324429598
01010012,0.0550256709412221,0.0485492537512329,0.045277064469782,0.0856003242165163,0.0437297861520814,0.0430976582792432,0.0430500165053372,0.0429438747834668,0.0670731277440662
01010014,0.000738094212463365,0.000741215084359332,0.000740274618800311,0.0067202695820816,0.000740274618800311,0.000740274618800311,0.000740274618800311,0.000740274618800311,0.000601204428576919
01010015,0.00551141036172102,0.00552195104863491,0.00563464473637361,0.00792793121809435,0.00571642990035374,0.00572395809497998,0.00572401032618571,0.00572864211237604,0.00616567387078715
01010017,0.00479416527384369,0.0041972087732081,0.00384781523639373,0.00720084744751722,0.00368069656578814,0.00362040705785419,0.00361634312230508,0.00360587286592765,0.00578269520519003
01010018,0.00259546698101365,0.00194851160037224,0.00176460419380405,0.00879533733751429,0.00176434200198866,0.001770073769801,0.00177033841597799,0.00177075593341367,0.00455368049209596
01010019,0.034164962163535,0.0304967686363584,0.0283818255458113,0.048382781850172,0.027239285265085,0.0267002972507743,0.0266521001944757,0.0265333164918753,0.0401004575194753
01010020,0.0031927201314947,0.00287734628935924,0.00262461020234065,0.00373357650955327,0.00248124991093838,0.00242558787914304,0.00242313643823459,0.00241762711751725,0.00342348073758658
01010021,0.029588465163329,0.0262797702556273,0.0243217943655568,0.0437877849322809,0.0232029223029559,0.0226111128077796,0.0225527794188736,0.0224033699119903,0.0351484480504376
01010022,0.0200017937827607,0.0178909722425513,0.0166238060072474,0.0292120369432221,0.0158771386599026,0.015468794332153,0.0154278724450796,0.0153213615569576,0.0235620408785698
01010024,0.00352926054160663,0.00318621340450537,0.00298843683971204,0.004697373210005,0.00290287278972967,0.00288552599949001,0.00288509391617499,0.00288395727214398,0.00406925582079295
01010025,0.012938185114054,0.011637613233525,0.0108401714164386,0.0183520349414837,0.0103966998414537,0.010180659813039,0.0101610642840773,0.0101115398171191,0.015092512696593
01010026,0.0214174949278237,0.0192533110775578,0.017999207536241,0.0308491943612679,0.017344303076015,0.0170506383692063,0.0170261242092667,0.0169645939000159,0.0251071113096453
